order_item_id,order_id,product_id,quantity,sales_amount
385,6573,124,4,39872
386,5222,121,1,89389
387,5514,116,4,382768
388,6019,170,2,155238
389,6287,172,2,125594
390,5061,148,1,87275
391,6512,105,1,73340
392,6701,112,1,65923
393,6021,153,1,82381
394,6991,131,2,66014
395,5784,112,5,329615
396,6392,118,3,187611
397,5313,182,3,167805
398,6274,103,5,102380
399,5198,129,1,8355
400,6354,179,5,68695
401,6572,169,4,197244
402,6624,191,4,68044
403,5414,183,3,166137
404,6356,144,4,205688
405,6005,105,5,366700
406,5536,129,5,41775
407,5704,186,5,147385
408,6120,198,1,79116
409,6951,187,1,31947
410,5882,154,1,83345
411,5786,101,4,384656
412,5645,121,4,357556
413,5907,195,4,111584
414,5074,168,1,71329
415,5363,139,5,309905
416,6351,111,3,154812
417,6812,123,2,143824
418,6007,162,4,256624
419,5276,144,3,154266
420,6466,114,4,56616
421,5999,142,1,84746
422,6166,103,4,81904
423,6352,146,5,240245
424,6404,180,5,93905
425,6172,194,4,131700
426,5975,193,5,18995
427,6750,162,2,128312
428,6038,109,1,54841
429,5802,136,3,232305
430,6014,126,5,289405
431,6989,192,4,351480
432,6264,116,3,287076
433,6570,147,3,277965
434,5657,137,1,61443
435,5058,116,5,478460
436,5093,111,2,103208
437,6715,184,3,195417
438,5715,118,5,312685
439,5056,149,3,6183
440,5780,121,1,89389
441,5877,104,3,193449
442,5732,162,4,256624
443,5720,116,1,95692
444,6355,168,2,142658
445,5508,115,2,139874
446,6328,106,3,151323
447,6214,132,1,75177
448,6865,197,1,31539
449,6780,131,3,99021
450,5235,143,3,182634
451,5348,181,1,49629
452,6103,189,3,256554
453,5077,170,4,310476
454,6348,119,4,330764
455,6164,152,5,235895
456,6847,168,4,285316
457,5547,194,1,32925
458,6426,122,4,170020
459,6205,169,1,49311
460,5649,193,4,15196
461,6169,118,4,250148
462,5661,124,5,49840
463,5201,120,4,344700
464,5205,174,2,60030
465,5689,121,4,357556
466,6030,167,3,158151
467,5342,145,5,160455
468,5614,170,3,232857
469,6986,186,4,117908
470,5414,191,4,68044
471,6302,169,1,49311
472,6722,190,5,265920
473,5439,161,3,110160
474,5544,131,1,33007
475,5609,186,5,147385
476,5824,157,2,25626
477,6280,111,1,51604
478,6470,115,5,349685
479,5195,155,5,207460
480,5690,145,3,96273
481,5138,103,5,102380
482,6641,137,5,307215
483,5974,117,4,347292
484,5430,165,3,268941
485,6630,181,1,49629
486,6335,147,3,277965
487,6034,135,3,271617
488,5887,112,5,329615
489,5642,132,2,150354
490,5849,134,4,323548
491,5515,178,5,204465
492,6056,147,4,370620
493,6376,108,5,379730
494,5370,123,1,71912
495,6286,106,5,252205
496,6767,177,2,38640
497,6182,119,4,330764
498,5437,164,4,77796
499,5549,111,5,258020
500,6657,196,5,140760
501,6747,185,4,150664
502,6915,146,5,240245
503,6489,144,1,51422
504,6070,126,2,115762
505,5747,115,4,279748
506,5303,140,2,43412
507,5309,151,3,115536
508,6729,158,4,395892
509,5841,162,3,192468
510,6762,185,1,37666
511,6299,113,2,133672
512,6733,123,4,287648
513,5547,191,3,51033
514,6324,198,2,158232
515,5526,149,5,10305
516,5484,191,4,68044
517,5489,108,1,75946
518,5308,189,2,171036
519,5057,146,2,96098
520,6633,174,3,90045
521,5951,118,4,250148
522,6147,101,4,384656
523,5865,172,1,62797
524,5414,121,2,178778
525,5559,166,2,148096
526,5060,104,3,193449
527,6618,177,3,57960
528,6349,131,5,165035
529,5361,135,1,90539
530,6974,160,4,195812
531,6603,156,1,76965
532,5114,156,1,76965
533,5643,200,5,169265
534,5611,165,1,89647
535,6845,140,4,86824
536,6837,143,3,182634
537,6376,131,1,33007
538,5813,118,2,125074
539,5484,154,1,83345
540,6170,168,5,356645
541,6911,158,1,98973
542,6069,196,5,140760
543,6945,102,5,385055
544,5516,150,4,321928
545,6812,122,1,42505
546,5488,157,5,64065
547,5251,185,3,112998
548,5675,115,5,349685
549,6510,161,4,146880
550,6651,155,2,82984
551,6916,129,4,33420
552,5447,164,2,38898
553,5219,179,2,27478
554,5439,191,3,51033
555,5901,200,4,135412
556,5521,183,5,276895
557,5115,163,4,64380
558,6093,168,3,213987
559,6433,129,1,8355
560,5649,192,5,439350
561,5868,109,4,219364
562,6399,143,2,121756
563,6973,146,3,144147
564,6802,188,2,181746
565,5744,171,4,60804
566,6466,157,3,38439
567,6683,105,3,220020
568,5044,186,5,147385
569,5072,127,1,59153
570,6415,175,2,168566
571,5519,103,5,102380
572,5788,171,3,45603
573,6309,152,3,141537
574,6850,187,1,31947
575,6096,130,2,100262
576,6757,174,4,120060
577,5796,139,1,61981
578,6864,145,4,128364
579,6900,167,3,158151
580,5617,138,1,61236
581,6918,163,2,32190
582,5610,175,2,168566
583,6761,108,2,151892
584,6876,141,4,185172
585,6294,176,3,258291
586,6802,106,4,201764
587,6617,137,1,61443
588,5562,161,1,36720
589,6686,146,4,192196
590,5965,172,4,251188
591,6898,197,3,94617
592,6470,188,4,363492
593,6796,184,1,65139
594,6689,107,2,51454
595,6431,172,3,188391
596,6037,187,1,31947
597,5721,147,4,370620
598,6234,160,5,244765
599,6511,106,3,151323
600,5929,166,1,74048
601,6561,116,1,95692
602,6314,180,2,37562
603,6291,168,4,285316
604,6621,187,2,63894
605,5007,120,4,344700
606,5410,136,3,232305
607,5643,168,5,356645
608,5169,165,1,89647
609,5324,140,2,43412
610,6058,147,2,185310
611,6735,140,5,108530
612,6405,150,4,321928
613,6624,168,3,213987
614,5925,101,4,384656
615,6789,137,2,122886
616,5534,131,2,66014
617,6408,164,5,97245
618,6694,182,3,167805
619,6638,164,3,58347
620,5407,186,1,29477
621,5849,112,3,197769
622,5373,182,4,223740
623,6795,187,4,127788
624,6935,197,5,157695
625,5460,142,1,84746
626,6942,153,1,82381
627,6891,154,5,416725
628,6326,108,5,379730
629,6284,113,2,133672
630,6858,143,1,60878
631,6996,117,4,347292
632,5407,131,3,99021
633,6437,195,2,55792
634,5102,158,4,395892
635,6266,197,4,126156
636,6230,119,3,248073
637,5306,155,1,41492
638,6963,196,3,84456
639,5349,153,5,411905
640,5241,159,1,27318
641,6472,101,5,480820
642,5892,154,4,333380
643,6695,111,4,206416
644,5243,170,2,155238
645,6462,180,2,37562
646,5391,199,3,59892
647,5590,113,4,267344
648,5783,136,2,154870
649,5884,107,2,51454
650,6229,115,2,139874
651,6688,130,3,150393
652,6489,150,2,160964
653,5857,156,2,153930
654,5837,182,2,111870
655,5059,105,3,220020
656,7000,165,3,268941
657,5483,189,5,427590
658,5924,171,2,30402
659,5758,184,5,325695
660,6402,119,4,330764
661,5176,103,1,20476
662,5961,156,2,153930
663,6785,107,3,77181
664,6996,144,4,205688
665,6407,139,2,123962
666,6461,155,4,165968
667,6451,138,4,244944
668,6508,120,5,430875
669,5525,155,1,41492
670,5196,154,5,416725
671,5121,155,1,41492
672,5682,190,2,106368
673,5965,200,3,101559
674,6242,131,5,165035
675,6454,161,1,36720
676,5011,133,3,69840
677,6034,123,5,359560
678,5781,157,3,38439
679,5809,146,3,144147
680,5271,170,5,388095
681,5085,155,5,207460
682,5368,111,3,154812
683,5348,168,5,356645
684,6010,121,3,268167
685,6798,126,4,231524
686,5271,200,1,33853
687,5650,170,5,388095
688,5887,198,2,158232
689,5534,165,1,89647
690,5642,119,1,82691
691,5262,146,4,192196
692,6786,162,3,192468
693,6532,111,3,154812
694,6897,121,4,357556
695,5580,149,3,6183
696,6256,184,3,195417
697,6059,191,3,51033
698,5893,170,2,155238
699,5647,131,4,132028
700,6565,156,2,153930
701,6139,146,4,192196
702,5109,176,2,172194
703,5305,104,1,64483
704,5471,192,2,175740
705,5074,151,4,154048
706,5533,158,2,197946
707,6446,156,4,307860
708,5894,193,1,3799
709,6834,172,4,251188
710,5084,148,4,349100
711,5731,194,5,164625
712,5994,130,4,200524
713,6010,142,1,84746
714,6733,153,2,164762
715,5254,117,3,260469
716,5192,140,2,43412
717,6779,169,3,147933
718,5370,109,2,109682
719,6536,113,5,334180
720,6685,106,3,151323
721,6154,135,5,452695
722,5435,120,5,430875
723,6990,108,1,75946
724,6078,128,5,23970
725,5370,104,4,257932
726,6886,191,1,17011
727,5505,123,4,287648
728,6387,162,1,64156
729,6818,124,3,29904
730,5054,127,3,177459
731,6396,176,1,86097
732,5808,129,3,25065
733,6210,111,1,51604
734,6715,110,3,295827
735,5315,182,1,55935
736,5167,154,4,333380
737,6702,109,4,219364
738,5930,179,3,41217
739,6217,105,1,73340
740,5675,199,1,19964
741,6344,199,5,99820
742,6948,148,4,349100
743,5666,159,5,136590
744,5265,147,2,185310
745,6768,160,1,48953
746,6642,141,3,138879
747,5662,135,1,90539
748,6524,156,1,76965
749,6121,155,5,207460
750,5782,115,1,69937
751,5817,194,3,98775
752,5365,172,2,125594
753,6977,158,4,395892
754,5183,200,1,33853
755,6746,110,2,197218
756,5334,181,4,198516
757,6597,113,4,267344
758,5584,102,2,154022
759,5247,109,3,164523
760,6006,135,4,362156
761,6508,108,3,227838
762,6851,196,5,140760
763,5269,110,3,295827
764,6363,182,1,55935
765,6705,184,3,195417
766,6050,111,2,103208
767,6003,128,4,19176
768,6814,199,4,79856
769,5976,102,3,231033
770,6154,112,5,329615
771,5867,151,1,38512
772,6550,198,4,316464
773,6661,129,3,25065
774,6258,157,2,25626
775,5890,189,4,342072
776,5191,137,1,61443
777,6052,176,3,258291
778,6994,107,4,102908
779,6386,159,2,54636
780,6327,117,2,173646
781,6907,106,4,201764
782,6080,106,5,252205
783,5172,174,3,90045
784,5959,163,4,64380
785,5163,108,4,303784
786,5616,117,2,173646
787,5262,165,3,268941
788,6724,188,2,181746
789,6072,187,4,127788
790,5606,161,5,183600
791,5098,129,5,41775
792,5157,123,1,71912
793,6052,124,1,9968
794,6046,132,4,300708
795,5846,162,1,64156
796,5952,191,5,85055
797,6665,191,3,51033
798,5728,180,3,56343
799,6200,105,1,73340
800,6575,129,5,41775
801,5034,156,1,76965
802,6517,164,4,77796
803,5368,192,2,175740
804,6727,181,4,198516
805,5093,112,1,65923
806,5853,171,3,45603
807,5643,178,5,204465
808,6483,111,4,206416
809,6552,132,4,300708
810,6278,184,3,195417
811,5700,177,2,38640
812,5433,135,2,181078
813,5161,145,5,160455
814,5532,150,1,80482
815,5889,103,5,102380
816,5037,134,1,80887
817,5809,177,1,19320
818,5028,181,2,99258
819,6344,164,4,77796
820,5943,174,4,120060
821,6780,109,5,274205
822,6487,193,4,15196
823,5621,191,5,85055
824,6666,123,5,359560
825,5739,184,4,260556
826,6648,110,3,295827
827,5180,120,2,172350
828,5277,146,1,48049
829,5391,182,1,55935
830,6672,173,1,74584
831,6426,169,2,98622
832,6760,114,1,14154
833,5429,141,4,185172
834,6329,123,2,143824
835,6331,149,2,4122
836,5893,151,5,192560
837,5391,199,1,19964
838,5617,124,4,39872
839,5304,162,4,256624
840,5865,118,1,62537
841,5239,130,2,100262
842,6849,101,2,192328
843,6514,194,4,131700
844,6974,139,4,247924
845,5966,148,1,87275
846,6761,113,4,267344
847,6199,151,2,77024
848,5413,198,3,237348
849,6167,162,4,256624
850,5105,105,3,220020
851,5017,175,1,84283
852,6292,150,4,321928
853,5852,123,4,287648
854,6510,156,5,384825
855,6221,161,5,183600
856,5596,155,1,41492
857,5999,107,4,102908
858,5996,154,5,416725
859,6211,193,5,18995
860,6916,140,4,86824
861,5475,197,1,31539
862,6082,130,1,50131
863,5865,133,5,116400
864,5647,109,5,274205
865,5131,110,3,295827
866,6829,179,4,54956
867,6821,172,4,251188
868,5240,164,4,77796
869,6276,161,3,110160
870,5919,157,4,51252
871,5043,183,2,110758
872,5590,122,2,85010
873,5962,134,3,242661
874,5898,147,2,185310
875,6040,140,2,43412
876,6204,155,3,124476
877,6888,193,5,18995
878,6748,179,4,54956
879,5269,109,3,164523
880,6481,176,4,344388
881,6966,136,4,309740
882,6707,145,3,96273
883,6631,184,4,260556
884,6638,109,2,109682
885,6274,116,2,191384
886,5579,106,1,50441
887,6367,102,4,308044
888,5265,152,2,94358
889,5409,157,2,25626
890,6241,138,4,244944
891,5207,200,4,135412
892,6932,153,4,329524
893,5622,134,2,161774
894,5429,138,5,306180
895,5097,196,1,28152
896,5735,159,3,81954
897,5732,179,2,27478
898,5358,152,5,235895
899,5066,133,1,23280
900,5692,187,4,127788
901,5234,109,5,274205
902,5465,197,1,31539
903,6151,113,2,133672
904,5997,176,3,258291
905,5697,142,3,254238
906,6576,145,1,32091
907,6578,144,5,257110
908,5548,160,2,97906
909,6748,134,5,404435
910,6238,163,1,16095
911,6447,108,1,75946
912,6898,181,4,198516
913,6637,188,4,363492
914,6972,169,1,49311
915,6997,107,1,25727
916,6601,158,5,494865
917,6249,129,1,8355
918,6687,151,5,192560
919,5086,168,5,356645
920,5216,152,2,94358
921,6291,110,1,98609
922,6784,196,2,56304
923,6866,186,3,88431
924,5322,106,3,151323
925,6451,118,4,250148
926,6561,182,5,279675
927,6021,102,1,77011
928,5316,108,3,227838
929,5686,147,2,185310
930,5252,149,2,4122
931,5900,176,4,344388
932,6576,103,1,20476
933,5503,138,4,244944
934,5700,140,3,65118
935,6035,176,2,172194
936,5175,188,3,272619
937,5763,129,4,33420
938,5739,106,2,100882
939,5311,113,5,334180
940,5864,138,2,122472
941,5283,141,4,185172
942,5847,136,4,309740
943,6840,152,4,188716
944,6950,152,5,235895
945,6628,121,3,268167
946,6933,138,1,61236
947,5907,136,2,154870
948,6578,144,1,51422
949,6470,158,5,494865
950,6933,189,1,85518
951,5174,188,3,272619
952,5645,112,4,263692
953,6582,125,2,61634
954,5889,145,1,32091
955,5806,180,1,18781
956,6353,194,2,65850
957,6849,132,5,375885
958,5119,186,5,147385
959,6993,166,3,222144
960,5859,194,4,131700
961,6815,197,5,157695
962,6790,147,3,277965
963,6478,172,3,188391
964,6863,165,3,268941
965,5017,141,3,138879
966,6844,179,5,68695
967,6251,158,2,197946
968,6435,106,4,201764
969,5914,115,2,139874
970,6818,104,5,322415
971,6279,192,5,439350
972,6336,131,4,132028
973,6429,150,3,241446
974,6818,189,4,342072
975,6589,186,2,58954
976,6805,106,3,151323
977,5173,170,1,77619
978,6101,184,3,195417
979,5799,129,2,16710
980,6066,115,5,349685
981,5582,184,2,130278
982,5191,148,5,436375
983,6131,108,3,227838
984,6068,157,3,38439
985,6551,177,2,38640
986,5048,111,1,51604
987,6824,133,5,116400
988,6214,188,3,272619
989,5495,105,3,220020
990,6488,171,4,60804
991,6035,181,1,49629
992,6500,192,1,87870
993,6724,164,3,58347
994,5532,184,5,325695
995,5726,174,1,30015
996,5098,143,1,60878
997,5920,198,3,237348
998,6173,177,1,19320
999,5929,101,3,288492
1000,5484,128,5,23970
1001,6159,162,5,320780
1002,6730,172,5,313985
1003,5479,121,3,268167
1004,5613,180,3,56343
1005,6366,114,5,70770
1006,6378,138,2,122472
1007,6463,148,4,349100
1008,6065,163,2,32190
1009,5216,156,3,230895
1010,6058,192,5,439350
1011,5395,156,3,230895
1012,5931,200,1,33853
1013,5301,126,4,231524
1014,6697,180,4,75124
1015,5168,194,1,32925
1016,5128,152,4,188716
1017,6820,169,2,98622
1018,5976,129,2,16710
1019,5914,191,1,17011
1020,5757,132,5,375885
1021,5825,171,5,76005
1022,6145,128,5,23970
1023,6596,138,4,244944
1024,6786,157,3,38439
1025,6197,137,4,245772
1026,6304,132,4,300708
1027,5902,137,4,245772
1028,6499,150,4,321928
1029,6688,114,2,28308
1030,5296,106,5,252205
1031,5261,198,4,316464
1032,6457,160,4,195812
1033,5265,189,5,427590
1034,6768,181,5,248145
1035,5242,139,2,123962
1036,5933,135,4,362156
1037,5067,200,2,67706
1038,6934,169,5,246555
1039,5757,166,1,74048
1040,6233,153,4,329524
1041,5226,109,1,54841
1042,5757,144,5,257110
1043,5594,184,1,65139
1044,6071,130,2,100262
1045,5242,178,3,122679
1046,5625,141,3,138879
1047,5622,107,3,77181
1048,5996,194,1,32925
1049,6621,151,2,77024
1050,5292,176,5,430485
1051,5864,185,1,37666
1052,6919,200,3,101559
1053,6821,105,3,220020
1054,5442,167,2,105434
1055,6678,159,4,109272
1056,5005,167,1,52717
1057,6122,163,3,48285
1058,5139,136,1,77435
1059,5856,162,4,256624
1060,6174,191,3,51033
1061,6159,164,4,77796
1062,6844,133,3,69840
1063,6601,167,4,210868
1064,5974,200,5,169265
1065,5272,118,2,125074
1066,6034,105,4,293360
1067,6560,155,4,165968
1068,6367,129,4,33420
1069,5306,151,3,115536
1070,5183,189,5,427590
1071,6361,103,5,102380
1072,5839,191,4,68044
1073,5477,162,4,256624
1074,5695,118,5,312685
1075,5094,124,4,39872
1076,6508,174,3,90045
1077,6323,187,1,31947
1078,6774,115,2,139874
1079,6449,163,1,16095
1080,6172,172,3,188391
1081,6150,143,1,60878
1082,6319,191,5,85055
1083,5175,107,2,51454
1084,6957,102,5,385055
1085,6110,106,5,252205
1086,6552,132,1,75177
1087,6961,143,5,304390
1088,6069,195,2,55792
1089,6538,133,4,93120
1090,6030,137,1,61443
1091,5247,149,5,10305
1092,5369,192,1,87870
1093,5564,135,2,181078
1094,5503,157,5,64065
1095,5910,130,1,50131
1096,6653,179,5,68695
1097,6243,117,3,260469
1098,5823,171,5,76005
1099,5093,145,4,128364
1100,6766,122,1,42505
1101,5697,151,4,154048
1102,5370,171,4,60804
1103,5050,165,5,448235
1104,5650,169,4,197244
1105,5527,135,1,90539
1106,5235,171,1,15201
1107,6110,144,2,102844
1108,5585,180,2,37562
1109,5375,163,3,48285
1110,6574,116,1,95692
1111,5316,106,3,151323
1112,6951,183,4,221516
1113,6390,109,2,109682
1114,5121,164,5,97245
1115,6969,129,3,25065
1116,5372,179,1,13739
1117,6461,132,1,75177
1118,5611,144,4,205688
1119,5203,120,3,258525
1120,5292,101,4,384656
1121,6829,119,3,248073
1122,5529,121,4,357556
1123,6929,191,1,17011
1124,5107,121,2,178778
1125,5491,120,5,430875
1126,6201,182,2,111870
1127,6010,153,5,411905
1128,6541,142,5,423730
1129,5789,105,1,73340
1130,5552,136,1,77435
1131,5652,161,4,146880
1132,6133,113,4,267344
1133,5135,185,4,150664
1134,5060,196,4,112608
1135,6298,122,2,85010
1136,6872,139,1,61981
1137,5552,150,5,402410
1138,6974,197,5,157695
1139,6383,110,1,98609
1140,5505,113,5,334180
1141,6335,127,2,118306
1142,5624,118,5,312685
1143,5834,180,4,75124
1144,5172,116,5,478460
1145,5417,145,2,64182
1146,5765,151,5,192560
1147,5345,114,2,28308
1148,6101,189,4,342072
1149,6969,134,5,404435
1150,5926,129,1,8355
